1387658602181, 51,0,0,240628,98010,15887,18822,35363,39342,48252,37727
1387658603172, 26,0,0,2203148,409933,64150,70350,130515,213914,205726,77286
1387658604164, 51,0,0,77761,21215,1340,1326,7514,1386,2614,13264
1387658605171, 51,0,0,760246,65527,44297,74703,27763,132024,270140,120755
1387658606163, 51,0,0,799889,409886,38858,295228,96905,220068,165749,83191
1387658607154, 51,0,0,914296,113466,36727,34706,36145,20860,18003,41497
1387658608149, 51,0,0,300474,242145,80214,111910,72654,188304,285939,118165
1387658609152, 51,0,0,1169278,392135,101034,155105,41425,136033,94965,151896
1387658610143, 51,0,0,1463258,169155,50603,112031,51320,83827,287059,73502
1387658611134, 80,0,0,289178,53747,6800,29630,77287,50435,41996,23991
1387658612142, 51,0,0,1326594,549610,1125027,1433286,199496,500545,395731,886121
1387658613117, 26,0,0,594403,64544,15002,26590,40768,36746,51045,42869
1387658614108, 51,0,0,427154,19721,6483,2997,1457,863,330,195
1387658615135, 51,0,0,1044057,2157297,426987,1291364,78983,686391,865999,1151664
1387658616110, 51,0,0,940878,102949,24578,16543,7452,20042,19271,10069
1387658617114, 51,0,0,1717275,271013,236212,166212,125793,116693,21782,42475
1387658621431, 51,0,0,1508566,148942,75888,62346,264086,66954,34042,17976
1387658622442, 51,0,0,1724721,584858,321367,321372,106736,104515,105969,125312
1387658623429, 51,0,0,1206823,373466,119621,101697,23415,27077,23094,14937
1387658624420, 26,0,0,346983,162061,105327,106651,60052,55451,66494,20286
1387658625411, 26,0,0,1194678,100155,93577,284926,76262,115044,82973,30398
1387658626407, 26,0,0,617661,538997,121107,135937,57221,75694,57886,19714
1387658627410, 26,0,0,405888,239306,66235,40626,20719,65310,17577,23630
1387658628401, 26,0,0,568587,149693,20807,160094,3821,22511,15548,19306
1387658629392, 26,0,0,1351724,286402,30381,42327,22866,182550,77457,15462
1387658630387, 26,0,0,632493,214279,15747,58123,6353,43718,18314,6980
1387658631375, 26,0,0,542760,294946,22079,55012,5783,11965,4505,2150
1387658632382, 26,0,0,981367,44675,53465,11448,20292,16116,10101,14940
1387658633373, 51,0,0,2162808,214025,106996,91087,292413,176742,84835,54928
1387658634380, 51,0,0,323018,631447,254204,525431,215273,120934,49581,80416
1387658635371, 51,0,0,754558,54692,12882,27355,36328,27025,3988,6147
1387658636362, 0,0,0,356354,73107,58605,59983,51016,64462,12059,1789
1387658637374, 51,0,0,1034885,585512,150515,248457,148167,112423,105230,37261
1387658638349, 25,0,0,43972,60431,60432,68524,35773,14128,2908,1374
1387658639353, 26,0,0,263847,1185119,100420,146921,29356,50009,27052,8600
1387658640344, 26,0,0,1548889,402459,63329,287480,54708,138248,113659,17498
1387658641335, 26,0,0,526658,69837,8181,78239,15788,12637,2239,1914
1387658642346, 26,0,0,1705658,345113,61817,341154,52995,94513,10348,10631
1387658643333, 26,0,0,868501,327384,46629,62961,67295,39361,119833,24563
1387658644325, 26,0,0,198107,31268,18407,5539,3982,10747,8863,2063
1387658645336, 26,0,0,2696875,403454,50211,215428,29825,95894,26821,22444
1387658646311, 26,0,0,543342,58122,9348,38623,3646,54172,3688,1569
1387658647314, 26,0,0,33805,13494,4371,16115,1509,12445,1146,538
1387658648305, 26,0,0,203483,19393,2106,9106,1750,7301,783,212
1387658649313, 26,0,0,1751388,311461,82550,110872,60549,21616,10839,3658
1387658650304, 0,0,0,932757,64604,157630,105821,19888,96425,28956,3195
1387658651295, 26,0,0,769997,75511,8971,5491,10459,14015,10183,1441
1387658652286, 26,0,0,404808,8935,3509,20821,5460,35375,7067,3303
1387658653277, 26,0,0,111741,8432,2995,2774,1054,1547,670,76
1387658654269, 0,0,0,234539,35711,12712,20294,3297,6887,2909,864
1387658655276, 51,0,0,280349,206009,22594,179073,17600,22629,15082,9673
1387658656288, 51,0,0,1252987,143875,8395,109171,183288,247881,65327,69450
1387658657275, 51,0,0,536345,139536,28413,32660,19157,77890,61864,48386
1387658658266, 51,0,0,797013,21639,234953,20053,56674,89174,87576,108292
1387658659258, 51,0,0,1207933,283713,38075,49752,24205,48061,100119,41896
1387658660253, 51,0,0,805638,244618,57864,42422,93720,69308,31575,23821
1387658661256, 51,0,0,3217738,33661,24515,8271,17972,14725,1954,2277
1387658662247, 0,0,0,627617,75773,40627,34759,18883,11865,7154,3984
1387658663238, 26,0,0,3252245,326321,14860,64025,48870,31847,31789,12699
1387658664233, 26,0,0,884659,24091,3637,3357,21917,8619,6924,10444
1387658665220, 0,0,0,157095,34197,2926,3034,1376,5727,2343,861
1387658666228, 0,0,0,877269,18371,10464,13442,29485,11934,12314,1767
1387658667235, 0,35,53,3143245,640031,667074,149912,19083,132070,121856,15237
1387658668226, 0,27,53,938395,116659,29086,13017,10045,13262,9528,1502
1387658669217, 0,17,54,1487809,306425,53157,62356,49463,24851,73380,6962
1387658670208, 0,21,57,660949,62732,36212,3372,19891,14387,22917,1017
1387658671215, 0,13,63,2884380,167892,292126,165142,89916,40874,19330,6982
1387658672191, 0,23,67,60693,10523,2651,6871,6306,2586,1873,712
1387658673198, 0,41,70,1317514,148444,49106,54969,18231,48551,11447,2328
1387658674190, 0,17,66,378912,150319,29534,13949,11169,5775,7968,1524
1387658675197, 0,37,60,2297632,301149,146699,287827,88336,120010,40330,13116
1387658676188, 0,48,60,1459774,240390,16567,161952,42072,107350,50989,7443
1387658677179, 0,60,57,717422,37394,6022,26267,14325,26263,36023,4465
1387658678170, 0,94,57,1049980,366692,64899,92053,132940,190967,19107,4976
1387658679182, 0,100,51,1125810,121073,55561,81683,24954,130156,25965,4891
1387658680169, 0,100,57,550055,80941,21258,78968,11881,22474,21016,3825
1387658681160, 26,100,57,490521,17462,4094,4284,1882,15356,1106,514
1387658682151, 0,100,57,205564,18311,10780,3646,6971,12998,2543,388
1387658683162, 0,80,66,2067073,846389,381844,198821,183160,122384,63257,93887
1387658684150, 0,47,64,1966555,620949,179925,166672,95599,55145,109918,57571
1387658685141, 0,29,56,1305269,434821,60049,117768,22859,22828,33779,11535
1387658686152, 0,21,60,1415680,422222,180691,145868,58828,153224,75925,29800
1387658687139, 0,41,47,2073084,297230,58103,24477,82926,130235,35993,18220
1387658688130, 0,64,48,169042,12217,2489,8048,3129,6000,2281,1087
1387658689137, 51,64,48,2267466,336880,228334,128095,188669,65281,84225,19185
1387658690113, 26,64,48,386316,72015,10253,1971,2490,7963,5073,1069
1387658691120, 0,69,47,1019446,1156290,319537,95081,153064,73799,103720,22890
1387658692112, 0,56,40,248244,119418,31556,14188,17614,14736,17903,1958
1387658693103, 0,35,47,300688,77908,3869,23210,13753,7790,11468,2876
1387658694110, 0,11,47,2083051,67997,30814,15591,21484,6547,20146,3811
1387658695101, 0,38,60,650103,16669,19065,22701,4864,17259,21620,2591
1387658696092, 0,50,48,134328,35269,2236,2801,2889,7350,3172,1982
1387658697103, 0,63,51,2165551,187501,36579,63393,24230,58923,134663,3868
1387658698091, 0,57,48,416124,126348,14030,38769,7362,6870,11555,3225
1387658699066, 0,34,26,78996,25897,973,3488,2360,1610,3452,267
1387658700073, 0,29,47,407689,7687,6727,1020,1554,2722,3062,622
1387658701068, 0,23,44,409366,17023,1492,4810,3958,2895,2757,493
1387658702055, 0,29,38,161425,22582,1907,3339,1611,1729,1507,579
1387658703062, 0,54,47,586277,139810,40759,25989,17233,59662,65601,14769
1387658704053, 0,41,47,840658,233392,156600,46943,19833,26829,15076,5572
1387658705044, 0,30,40,176982,33977,2607,2939,2902,2498,2051,336
1387658706052, 0,27,48,1344815,1752560,958543,89874,109415,134503,80758,14952
1387658707043, 0,1,61,647604,59454,16108,51583,7120,3760,4470,1145
1387658708034, 0,11,51,83198,18868,4957,1864,2083,4777,3448,343
1387658709030, 26,11,51,385961,88199,5745,15866,20636,16289,2510,2090
1387658710033, 26,11,51,2504447,833036,116340,178695,181149,128121,38394,7560
1387658711025, 0,4,54,2137540,757875,90994,79648,118306,33052,18453,13561
1387658712020, 0,16,51,357369,38579,14680,3805,5477,5503,5640,684
1387658713007, 0,34,44,77247,27689,12902,3517,3747,3874,1381,376
1387658714014, 0,35,51,1421994,258024,128046,73426,69256,98467,9937,21248
1387658715005, 0,43,61,203571,47267,26342,12213,14513,5370,2274,553
1387658715997, 0,47,60,56299,17436,5242,1839,1572,2805,1831,204
1387658716988, 0,35,67,86026,59417,17411,48839,6642,6130,3650,1250
1387658717979, 0,23,75,31562,5415,2908,6105,1500,1563,815,180
1387658718990, 0,26,75,152012,15086,4154,6663,2445,1832,823,333
1387658719977, 0,35,90,101392,5552,12902,3355,3752,4446,2323,281
1387658720984, 0,41,70,588431,97837,21805,3927,10164,8583,6159,544
1387658721975, 0,47,67,576494,38256,32923,13438,12541,11654,5042,1241
1387658722967, 0,40,66,62931,17951,3309,5955,1719,1430,948,340
1387658723958, 0,21,51,10834,26687,7247,4473,4932,2087,1142,391
1387658724949, 0,26,67,220595,6098,5169,3703,1788,1506,1278,218
1387658725960, 0,11,51,36402,24914,2829,1117,1066,1559,675,72
1387658726948, 0,23,54,84778,8505,5851,4521,5527,2054,817,323
1387658727939, 0,21,54,551875,79484,5346,20229,5595,4994,3007,897
1387658728946, 0,34,35,601087,340124,59111,42440,199412,90678,33093,14091
1387658729937, 0,37,44,89984,105749,21424,29233,9186,10550,5147,4294
1387658730929, 0,37,41,43888,22421,4060,11243,4153,4278,2268,1391
1387658731920, 0,44,40,14374,33148,6191,4306,4444,3438,1348,543
1387658732927, 0,37,51,139447,5248,231,3440,1105,1026,1287,1661
1387658733922, 0,54,41,64575,9957,1548,704,2406,2699,2998,695
1387658734925, 0,47,40,1214184,261635,36244,84165,30124,22779,5982,11208
1387658735920, 0,53,41,423627,33773,7332,7176,12156,5699,2929,1927
1387658736908, 0,41,41,431540,215598,70225,48592,14030,19374,7884,8579
1387658737915, 0,21,56,1862458,790314,500394,146331,84053,86658,67405,10079
1387658738906, 26,21,56,731392,424467,42052,82061,61511,44555,18625,18126
1387658739901, 0,29,70,997185,61733,65318,88131,23723,24239,11106,9490
1387658740888, 0,26,66,842478,77722,14479,7764,20428,10352,1456,6515
1387658741895, 26,26,66,165857,130932,56305,116950,114710,59034,37558,14572
1387658742891, 26,26,66,434413,359670,53294,16347,97750,72014,49564,38171
1387658743879, 51,26,66,1111980,412195,288373,51684,117928,109216,182364,80371
1387658744870, 0,50,61,1233375,66264,26650,16047,42829,30686,10773,3537
1387658745877, 0,51,56,581780,141304,5507,71876,27972,15217,34337,12100
1387658746872, 0,64,51,581268,358653,416992,173977,171300,233699,56842,55243
1387658747875, 51,64,51,1072353,821307,130728,194117,118229,107316,36013,27743
1387658748851, 26,64,51,322964,34530,3231,46826,17861,7350,1281,629
1387658749858, 26,64,51,735174,237564,16507,7964,17182,22480,13639,4990
1387658750853, 0,66,56,649786,189546,40256,26972,10015,29934,10682,4349
1387658751840, 0,60,66,1048883,90412,86898,69888,45233,50294,26294,15272
1387658752831, 0,56,57,1585805,317181,44182,24804,26907,19182,2818,5704
